epoch,train_total,train_one_step,train_rollout,valid_1step_mean_per_field,valid_1step_sqrt_mean_mse_over_mean_var,valid_1step_sqrt_sum_mse_over_sum_var,valid_1step_per_field,valid_rollout_mean_per_field,valid_rollout_sqrt_mean_mse_over_mean_var,valid_rollout_sqrt_sum_mse_over_sum_var,valid_rollout_per_field
1,0.2757740129780544,0.1507257344399361,0.20041114438862384,0.3461824655532837,0.3586122989654541,0.3586123287677765,"[0.21255740523338318, 0.41905298829078674, 0.3584469258785248, 0.39467254281044006]",0.40161144733428955,0.4189488887786865,0.4189489185810089,"[0.2344825267791748, 0.4952637255191803, 0.4040527045726776, 0.4726468622684479]"
2,0.1885654273713734,0.0982531379186163,0.13943885763486227,0.32447248697280884,0.3368123173713684,0.3368123471736908,"[0.1941729635000229, 0.3950892686843872, 0.33884361386299133, 0.36978405714035034]",0.3766915202140808,0.392618328332901,0.3926183581352234,"[0.22087396681308746, 0.46251505613327026, 0.3813880383968353, 0.441989004611969]"
3,0.1481539855576858,0.07931658570119675,0.1084956920069442,0.321628212928772,0.33494293689727783,0.3349429666996002,"[0.1856795847415924, 0.3949863910675049, 0.33699628710746765, 0.3688506484031677]",0.3781397342681885,0.39471179246902466,0.39471182227134705,"[0.2177230566740036, 0.4650813937187195, 0.3843759000301361, 0.4453786015510559]"
4,0.11843220476527867,0.06508819733792585,0.08588810539397083,0.3250281512737274,0.3404567539691925,0.3404567539691925,"[0.1793452352285385, 0.4108690917491913, 0.33409053087234497, 0.3758077323436737]",0.3849942088127136,0.40446576476097107,0.40446576476097107,"[0.21096572279930115, 0.490581750869751, 0.3846740424633026, 0.45375537872314453]"
5,0.09663874211216932,0.05448913144004965,0.06939417574264056,0.3137429356575012,0.3281922936439514,0.3281923234462738,"[0.17325939238071442, 0.3913087546825409, 0.32793354988098145, 0.3624700903892517]",0.3672555088996887,0.3842366933822632,0.3842366933822632,"[0.20516863465309143, 0.45430275797843933, 0.3770960867404938, 0.43245458602905273]"
6,0.08200633931843383,0.04654761165574228,0.05873253328580383,0.3156813979148865,0.33007070422172546,0.33007073402404785,"[0.17399480938911438, 0.3892326056957245, 0.33179977536201477, 0.36769840121269226]",0.3668733239173889,0.38337647914886475,0.38337650895118713,"[0.20650391280651093, 0.44875088334083557, 0.3787185251712799, 0.4335198998451233]"
7,0.07117144125414655,0.04092921198171786,0.0507068349880741,0.31269940733909607,0.3277286887168884,0.3277287185192108,"[0.1692071259021759, 0.3924497961997986, 0.3272552192211151, 0.3618854880332947]",0.3636919856071472,0.3804357647895813,0.3804357945919037,"[0.20375849306583405, 0.4516366720199585, 0.3736047148704529, 0.42576801776885986]"
8,0.06532367220672451,0.03722038648221158,0.0467134786782958,0.31418535113334656,0.3293977975845337,0.3293978273868561,"[0.16965189576148987, 0.39555421471595764, 0.3285332918167114, 0.36300206184387207]",0.3706043064594269,0.3878646492958069,0.3878646790981293,"[0.2072916328907013, 0.4601566195487976, 0.3781878352165222, 0.4367810785770416]"
9,0.06297070156104739,0.035879747094432375,0.045030827761735615,0.3169732689857483,0.33294278383255005,0.33294281363487244,"[0.16784226894378662, 0.4001123607158661, 0.3307029604911804, 0.36923548579216003]",0.36759257316589355,0.385084867477417,0.3850848972797394,"[0.2028970569372177, 0.45645779371261597, 0.3767094314098358, 0.4343061149120331]"
10,0.053323681842773515,0.031180826616836778,0.037733268353815054,0.31587034463882446,0.3320954442024231,0.3320954740047455,"[0.16596443951129913, 0.400547057390213, 0.32885849475860596, 0.3681113123893738]",0.36539164185523987,0.382673978805542,0.3826740086078644,"[0.2023923546075821, 0.45377209782600403, 0.37417739629745483, 0.4312247335910797]"
