epoch,train_total,train_one_step,train_rollout,valid_1step_mean_per_field,valid_1step_sqrt_mean_mse_over_mean_var,valid_1step_sqrt_sum_mse_over_sum_var,valid_1step_per_field,valid_rollout_mean_per_field,valid_rollout_sqrt_mean_mse_over_mean_var,valid_rollout_sqrt_sum_mse_over_sum_var,valid_rollout_per_field
1,0.28280509314356683,0.1490470962929176,0.208281543352432,0.33437836170196533,0.349271684885025,0.349271684885025,"[0.19180241227149963, 0.41975441575050354, 0.33790266513824463, 0.3880540132522583]",0.39455950260162354,0.4140457510948181,0.4140457808971405,"[0.2213285118341446, 0.4956957697868347, 0.38581839203834534, 0.47539523243904114]"
2,0.16978806962675236,0.08696212767938209,0.1263070049261934,0.3161466717720032,0.3305079936981201,0.3305080235004425,"[0.17536558210849762, 0.3905136287212372, 0.32972848415374756, 0.3689790666103363]",0.37503379583358765,0.3931795656681061,0.3931795656681061,"[0.20646153390407562, 0.4657149314880371, 0.38093677163124084, 0.4470219612121582]"
3,0.11779988904089511,0.06213730964677554,0.0867312335922222,0.31127482652664185,0.32587552070617676,0.32587552070617676,"[0.1691581755876541, 0.3865230977535248, 0.3284853398799896, 0.36093276739120483]",0.36587339639663696,0.38318806886672974,0.38318806886672974,"[0.20205315947532654, 0.45295214653015137, 0.375861257314682, 0.43262696266174316]"
4,0.08079737665277001,0.043860512514803426,0.058867119952824946,0.3097519278526306,0.32545438408851624,0.3254544138908386,"[0.1624394804239273, 0.3891025483608246, 0.32566967606544495, 0.36179590225219727]",0.36613184213638306,0.38472944498062134,0.3847294747829437,"[0.19685430824756622, 0.4603567123413086, 0.3727230727672577, 0.43459323048591614]"
5,0.05916742723761016,0.032636732312170326,0.04284906094061568,0.3071443736553192,0.3228094279766083,0.32280945777893066,"[0.15983761847019196, 0.3848075270652771, 0.3249005675315857, 0.3590317964553833]",0.3619575500488281,0.37964969873428345,0.37964972853660583,"[0.19686588644981384, 0.4507836103439331, 0.37203192710876465, 0.42814871668815613]"
6,0.046702910787106686,0.02597371263795006,0.03371605423254888,0.30584460496902466,0.32230067253112793,0.3223007023334503,"[0.15564684569835663, 0.3892498314380646, 0.3221571743488312, 0.3563246726989746]",0.36156344413757324,0.3799055516719818,0.3799055814743042,"[0.1940169781446457, 0.45521387457847595, 0.3698176145553589, 0.42720523476600647]"
7,0.0392482927725177,0.022038396822187355,0.0282290941676737,0.3061245083808899,0.32255321741104126,0.32255321741104126,"[0.1550305336713791, 0.3861444294452667, 0.3239302337169647, 0.35939279198646545]",0.3598995804786682,0.3780141770839691,0.3780142068862915,"[0.19280320405960083, 0.45002710819244385, 0.3704107999801636, 0.4263571500778198]"
8,0.03238631097542619,0.018482310076554615,0.023145155816054936,0.3075235188007355,0.32479792833328247,0.32479795813560486,"[0.15244324505329132, 0.3912675976753235, 0.3235928416252136, 0.36279043555259705]",0.3627638816833496,0.38161367177963257,0.38161367177963257,"[0.19268175959587097, 0.4572296142578125, 0.3696080446243286, 0.43153613805770874]"
9,0.030201935541791836,0.017028086288142993,0.021687892294240053,0.30641311407089233,0.32367730140686035,0.32367733120918274,"[0.15189100801944733, 0.3910805284976959, 0.32213813066482544, 0.36054277420043945]",0.36082714796066284,0.37936127185821533,0.37936127185821533,"[0.19249533116817474, 0.45360174775123596, 0.36829620599746704, 0.4289153814315796]"
10,0.023178268697368196,0.01365247926615337,0.01635202898007617,0.3083932399749756,0.3260696828365326,0.326069712638855,"[0.15144558250904083, 0.39281463623046875, 0.3228572607040405, 0.36645546555519104]",0.36154890060424805,0.3801233172416687,0.3801233470439911,"[0.19279836118221283, 0.45304423570632935, 0.36874863505363464, 0.4316043555736542]"
11,0.020013366328292564,0.011970026802764787,0.014028352899939244,0.3064001500606537,0.32377979159355164,0.323779821395874,"[0.15081298351287842, 0.3900972604751587, 0.32310163974761963, 0.361588716506958]",0.3604106903076172,0.3789437413215637,0.3789437711238861,"[0.19210602343082428, 0.45308712124824524, 0.36802938580513, 0.4284202754497528]"
12,0.017797499241188487,0.010743189924539686,0.012425904235985333,0.30497458577156067,0.32223227620124817,0.32223227620124817,"[0.15051572024822235, 0.388949453830719, 0.3213645815849304, 0.3590685725212097]",0.35891395807266235,0.3770110607147217,0.37701109051704407,"[0.19296438992023468, 0.45023277401924133, 0.3672703504562378, 0.4251883924007416]"
13,0.015758720431344728,0.009653461796515588,0.010931989505015154,0.30365046858787537,0.3206752836704254,0.3206753134727478,"[0.15042591094970703, 0.3865875005722046, 0.3207416832447052, 0.35684677958488464]",0.3582286834716797,0.37611544132232666,0.37611550092697144,"[0.19334776699543, 0.4487347900867462, 0.3670888841152191, 0.42374327778816223]"
14,0.01441690503855194,0.008914424108680399,0.00995969291155537,0.3044509291648865,0.321593701839447,0.3215937316417694,"[0.15049675107002258, 0.3876797556877136, 0.32131606340408325, 0.35831117630004883]",0.3587622046470642,0.3767414093017578,0.3767414093017578,"[0.19331280887126923, 0.4491664171218872, 0.3673953115940094, 0.4251743257045746]"
15,0.013169265942247342,0.008262949272435396,0.009037791268050177,0.3045211434364319,0.3216257095336914,0.3216257393360138,"[0.1504552811384201, 0.38669395446777344, 0.321885347366333, 0.35905003547668457]",0.35865169763565063,0.37647545337677,0.3764754831790924,"[0.193775936961174, 0.4478779137134552, 0.36788052320480347, 0.42507240176200867]"
16,0.012313771171684666,0.007789579607616784,0.00841898131063186,0.304317831993103,0.32144874334335327,0.32144877314567566,"[0.1504359096288681, 0.3876861333847046, 0.3213713765144348, 0.3577779531478882]",0.35889339447021484,0.3767429292201996,0.3767429292201996,"[0.19414381682872772, 0.4489876329898834, 0.3674596846103668, 0.42498254776000977]"
17,0.011704088448509398,0.007447830127248316,0.007980173341401503,0.3042558431625366,0.32135245203971863,0.32135245203971863,"[0.15044713020324707, 0.3871527314186096, 0.32150277495384216, 0.35792076587677]",0.3588380217552185,0.3766530752182007,0.37665313482284546,"[0.1941424459218979, 0.4485064148902893, 0.36771610379219055, 0.42498716711997986]"
18,0.011330224888456487,0.007228282731616469,0.007716083492925192,0.304648220539093,0.32182979583740234,0.32182982563972473,"[0.15039187669754028, 0.38797545433044434, 0.3217397928237915, 0.35848569869995117]",0.3590056002140045,0.3768853545188904,0.3768853545188904,"[0.19405478239059448, 0.449157178401947, 0.36761149764060974, 0.4251989424228668]"
19,0.011104217607166891,0.0070933013203296254,0.007557566898564498,0.3046029806137085,0.32176268100738525,0.32176268100738525,"[0.15044070780277252, 0.38785988092422485, 0.32179513573646545, 0.3583160936832428]",0.3591177463531494,0.3769851326942444,0.3769851624965668,"[0.19423194229602814, 0.44923779368400574, 0.36766329407691956, 0.42533794045448303]"
